index,size
0,2
1,2
2,2
3,2
4,2
5,3
6,3
9,2
13,7
16,2
17,2
19,2
21,2
22,2
23,3
24,2
25,2
26,2
29,5
32,9
34,2
35,3
37,2
40,2
42,5
44,2
45,2
46,2
49,2
50,2
55,3
58,2
59,3
64,4
65,2
66,2
67,2
68,2
69,2
71,9
72,3
75,8
77,2
78,2
79,2
81,2
82,2
85,2
86,2
87,2
88,2
90,2
91,7
94,5
98,3
99,2
101,2
102,2
103,2
104,2
